hari,Time,latency_ms,packet_loss_percent,bits_sent_mbps,bits_received_mbps,total_traffic_mbps,latency_z,packet_loss_z,total_traffic_z,cluster_raw,tingkat_gangguan
Senin,2026-07-06 10:09:00,1.3233333333333333,0.0,3.98,8.47,12.450000000000001,-0.045678248246254625,-0.12446097204675334,-0.06377844498433807,0,Rendah
Senin,2026-07-06 10:12:00,1.5999999999999999,0.0,1.84,19.0,20.84,0.3517038474402072,-0.12446097204675334,0.5847337813331963,0,Rendah
Senin,2026-07-06 10:15:00,1.4466666666666665,0.0,1.37,19.6,20.970000000000002,0.1314679871802404,-0.12446097204675334,0.594782242527628,0,Rendah
Senin,2026-07-06 10:18:00,1.3733333333333333,0.0,1.62,21.0,22.62,0.026137793142865056,-0.12446097204675334,0.7223204038415649,0,Rendah
Senin,2026-07-06 10:21:00,1.4266666666666665,0.0,1.4,13.6,15.0,0.10274157062459251,-0.12446097204675334,0.13332598613720095,0,Rendah
Senin,2026-07-06 10:24:00,1.5333333333333332,0.0,1.48,11.0,12.48,0.2559491255880477,-0.12446097204675334,-0.061459569324084716,0,Rendah
Senin,2026-07-06 10:27:00,1.8233333333333335,0.0,0.698,8.43,9.128,0.6724821656449419,-0.12446097204675334,-0.3205552764297314,0,Rendah
Senin,2026-07-06 10:30:00,1.38,0.0,1.18,10.6,11.78,0.03571326532808091,-0.12446097204675334,-0.11556666806333082,0,Rendah
Senin,2026-07-06 10:33:00,1.26,0.0,0.995,7.21,8.205,-0.13664523400580603,-0.12446097204675334,-0.3918993509101944,0,Rendah
Senin,2026-07-06 10:36:00,1.36,0.0,0.448,3.35,3.798,0.006986848772433354,-0.12446097204675334,-0.732542185401419,0,Rendah
Senin,2026-07-06 10:39:00,1.4333333333333333,0.0,0.596,3.18,3.7760000000000002,0.11231704280980868,-0.12446097204675334,-0.7342426942189382,0,Rendah
Senin,2026-07-06 10:42:00,1.55,0.0,0.904,13.1,14.004,0.2798878060510878,-0.12446097204675334,0.056339314216788,0,Rendah
